sender,message
lilach, היי מאמי
lilach, כמה דקות יוצאת מכאן
lilach, טוב מאמי יותר טוב
lilach, אני נוסעת לשירן
lilach, ברכבת
lilach, לא אני אקח אוטובוס
lilach, לא עוד לא מאמי עוד כמה דקות
lilach, מה איתך גור
lilach, יואו
lilach, חיים שלי
lilach, שני חולים
lilach, אני ברכבת
lilach, תתקשר מאמי
lilach, כן
lilach, למה ניתקת
lilach, טוב גור
lilach, עוד תחנה אני יורדת
lilach, שירן כבר מחכה לי מחוץ לתחנה
lilach, הייי גור
lilach, האכלתי את ליה
lilach, הקטנההה
lilach, לא
lilach, עכשיו יצאתי
lilach, עם אמא שלי
lilach, שמרתי בינתיים ליום חמישי הזה לבית התפוצות
lilach, אבל לא יודעת מה יהיה נראה
lilach, כבר ירד לי כל החשק לזה עוד ממזמן
lilach, כי כזה זה הולך צולע
lilach, לא זורם
lilach, כן טוב אני רק צריכה להודיע לכולם
lilach, 15
lilach, הגעתי הביתה
lilach, מה איתך
lilach, מה עושה
lilach, וואוווו סוף סוף
lilach, שנים שלא שמעתי את זה
lilach, טוב טוב לא אפריע לך
lilach, תתקשר שיגמר גור
lilach, תציג מאמי תציג
lilach, טב גור קטן
lilach, גור פתאום קלטתי שאתה צריך להחליף תמונת פרופיל באינסטרגם
lilach, היא מגיל 14 נראה לי
lilach, חחחחחח
lilach, לא יידעת מאמי משהו שהעלת
lilach, התמונה שלך עם שחר יפה
lilach, <‎image omitted>
lilach, זאת יפה
lilach, אני אוהבת אותה
lilach, כן
lilach, כן
lilach, חחחחח בסדר אז מה
lilach, יפה גור
lilach, מתי נגמר השיעור?
lilach, <‎image omitted>
lilach, משחקת באייפון
lilach, איזה קבוצה זה
lilach, <‎image omitted>
lilach, חחחחח עזוב
lilach, הפועל באר שבע?
lilach, בושה ששאלתי
lilach, <‎image omitted>
lilach, <‎image omitted>
lilach, לא חשוב
lilach, לא
lilach, לא משתמשת
lilach, <‎image omitted>
lilach, לא משנה
lilach, כן
lilach, חחחחח כי אני נזכרת
lilach, <‎image omitted>
lilach, <‎image omitted>
lilach, <‎image omitted>
lilach, <‎image omitted>
lilach, <‎image omitted>
lilach, <‎image omitted>
lilach, מאמי
lilach, תתחבר
lilach, לא
lilach, אל תנתק
lilach, אני אכתוב אתה תדבר
lilach, כי כןאב לי
lilach, באמת
lilach, נשבעת!
lilach, כןןןןן
lilach, אני לא מגזימההה
lilach, כואב לי רצח
lilach, כן
lilach, חחחחחחח
lilach, נו מאמי באמת כואב לי
lilach, אפילו לא צעקתי עלייך על הגגוס
lilach, ובא לי לשמוע אותך לא בא לי בוואטספ
lilach, כי מלא בנות ישלחו לך הודעות
lilach, אין לי בעיה
lilach, אבל אם אניי הייתי יחצנית
lilach, אואו איזה סרט
lilach, אני לא יהיה כי אין לי כוח לזה
lilach, מה שתגיד
lilach, מאמי אני לא יחצנית
lilach, חחחח מה אתה רוצה
lilach, בצחוקקקקקקק
lilach, טוב עזוב
lilach, נושא אחר
lilach, חחחחחחחחחחחחחחחחחח
lilach, די
lilach, כואב לי
lilach, לא
lilach, לאאא
lilach, לא
lilach, א
lilach, לא
lilach, לא
lilach, לא
lilach, אל תגידי לי לא
lilach, מה
lilach, גם אני גור
lilach, תינוק
lilach, כן
lilach, גור
lilach, יפה
lilach, הגיע הזמן מאמי
lilach, לא משנה
lilach, אבל זה עם הגו פרו של ילדים מכיתה ו
lilach, זה דברים לבנים
lilach, לא צהובים
lilach, אמרת צהוב
lilach, על טעויות משלמים גור
lilach, כן
lilach, כן
lilach, תודה
lilach, נו
lilach, לא הבנתי
lilach, חחחחחחחחחח
lilach, אה
lilach, לא יודעת
lilach, חחחח
lilach, אני רוצה לדתות משהו
lilach, טעים
lilach, בא לי שייק
lilach, כן
lilach, תכין לי
lilach, לדתות אני יכולה
lilach, עכשיו עכשיו
lilach, לבוא להכין
lilach, חחחחחחחחחח
lilach, כן
lilach, עשה קטיף
lilach, ובוא
lilach, חחחחחח
lilach, <‎image omitted>
lilach, חחחחחחחחחחחחחחחח
lilach, אני צמאה
lilach, נשיקה
lilach, נשיקה
lilach, כואב לי
lilach, בא לי שוב
lilach, צימר
lilach, מתי הולכים
lilach, מחר
lilach, !
lilach, גורררררר
lilach, <‎image omitted>
lilach, רק שלי
lilach, חחחחחחחח
lilach, כן
lilach, לא
lilach, מאמי אני חולה
lilach, יא
lilach, חצוף
lilach, חצוף!
lilach, אני חולה
lilach, בוא תעזור לי
lilach, בורח לבאר שבע
lilach, חצוף
lilach, אני חולה
lilach, בוא
lilach, כבר
lilach, חחחחחחח מה אתה מקנא
lilach, כן
lilach, 8
lilach, שם
lilach, כי אמא שלי לוקחת אולי
lilach, אותי
lilach, אז כבר אסע איתה
lilach, ואחזור האוטובוס
lilach, כןןןן
lilach, יששש
lilach, וואווו
lilach, 🎊🎉🎊🙌
lilach, חחחחחחחח
lilach, אני משוגעת בלי קשר
lilach, חחחחחחחחחחחח
lilach, קיצור
lilach, אני צמאה
lilach, ועייפה
lilach, לא מים
lilach, בא לי שייק
lilach, ספירולינה של לנדוור
lilach, מגיע לי
lilach, כ
lilach, כן
lilach, מגיע לי
lilach, אני בהיריון
lilach, לך תדע
lilach, מה היה בצימר
lilach, חחחחחחחחחחחח
lilach, חחחחח אמאלה
lilach, אוף
lilach, רק שאני לא בהיריון
lilach, טוב אוב
lilach, אז תביא לי שייק
lilach, חחחחחחחחחח
lilach, זהו?
lilach, נמאס לך ממני?
lilach, לא
lilach, חחחחח
lilach, לט
lilach, לא
lilach, לא
lilach, לא
lilach, לא
lilach, מאמי
lilach, אני הולכת לדתות ולצחצח שיניים
lilach, ואז לישון
lilach, כן גיר אני נרדמת
lilach, אני חולה
lilach, לא רגע
lilach, אבל בא לי לשמוע אותך קצת
lilach, אני שמה אותם בערב לא לבסיס
lilach, אהבתי מאוד!!!!!
lilach, נראה לי בגללה כןאב לנו הבטן
lilach, ירד לי ממנה
lilach, כן כן נראה לי
lilach, חחחחחחחח
lilach, בגללה בדוק
lilach, חחחחחחחחחחחח
lilach, שום לבד
lilach, לא יקרה
lilach, מישהו
lilach, חי בסרט
lilach, גור
lilach, כן
lilach, יואו
lilach, צריך בקיץ
lilach, גור
lilach, אני נירדמת
lilach, כן
lilach, חיים דלי
lilach, אני אוהבת אותך הכי בעולם!
lilach, לילה טוב גור קטן שלי 💗💗💗
lilach, תישן מוקדם
lilach, לילה טוב מאמי
lilach, ביי
lilach, ביי גור
lilach, בוקר טוב גור
lilach, זה כבר לא שפוי השעות שינה שלי
lilach, חחחחחחחח
lilach, יואו אני ישנה בהגזמה
lilach, בסדר נחמד
lilach, מה עשית ער כל הלילה?
lilach, וואי וואי
lilach, בהצלחה גור שלי
lilach, איפה מציגים באוניברסיטה?
lilach, יואו ולא ישנתם
lilach, לא יודעת כבר יקיצה טבעית
lilach, בכל זאת 12 שעות שינה
lilach, כם
lilach, יןאו עדיין גור?
lilach, תיקח עוד קל בטן
lilach, יואו
lilach, תלך לשירותים מאמי
lilach, אולי אתה בהיריון?
lilach, חחחחחחח מאמי
lilach, די
lilach, חחחחחחחחחחח
lilach, טוב אני הולכת להתארגן
lilach, לפני שתדבר על חתונה
lilach, חחחחחחחח
lilach, הגעתי לצריפין
lilach, טובוש
lilach, אני צריכה לעשות פיפי
lilach, בכוס חחחחח
lilach, אז אני מחכה
lilach, <‎image omitted>
lilach, נו מאמיייי
lilach, אבל אתה יודע הכל
lilach, איך הייתה ההצגה?
lilach, אה יואו
lilach, אתה שורד גור?
lilach, חחחחחחח תשתה משהו שתעורר
lilach, מחכה לאוטובוס
lilach, יס
lilach, <‎image omitted>
lilach, <‎image omitted>
lilach, <‎image omitted>
lilach, מה פתאום מכרה
lilach, <‎image omitted>
lilach, <‎image omitted>
lilach, <‎image omitted>
lilach, טובבבב גור
lilach, יואו
lilach, רוצה להתקשר?
lilach, מאמי אני יודעת אמרת לי את זה השנייה בטלפון
lilach, טוב גור
lilach, יואו ממש נאחסים
lilach, מתי אתם?
lilach, יואו
lilach, עוד רבע שעה גור
lilach, מה עשיתם בינתיים??
lilach, יופי מאמי
lilach, אני סידרתי את הארון ופירקתי את המזוודה חחחח
lilach, חחחחחח כן
lilach, יאאאאא כל הכבוד מאמי שלי!!!
lilach, תותחיייים
lilach, ישנתי
lilach, 😯
lilach, לא זה כבר מפחיד
lilach, חחחחחחחחח כן אבל יש לי דברים לעשות
lilach, טוב האמת שאין לי
lilach, אולי אני אלך קצת לסבתא שלי בערב
lilach, יש לך אצלי שתי גופיות חמות שחורות
lilach, יום ראשון אביא לך
lilach, איזה כיף שאתה תהיה כאן
lilach, כןןןןןן
lilach, מאוד גור קטן שלי
lilach, לא מאמי אין לי משהו מיוחד האמת
lilach, אבל זה גם יום ראשון לא נראה לי שממש חייב להזמין
lilach, חחחחחח יש לי כבר מלא מסעדות השבוע
lilach, רביעי קבענו ללכת אני חן וליזי וגל למון שזה סושי
lilach, בחמישי קבעתי עם ענבל לאמורה מיו לפני בית התפוצות של פסטות
lilach, ומוצש מיתוס עם המשפחה שלי
lilach, חחחחחחח כן מאוד
lilach, באה
lilach, עדיין לא
lilach, אני חושבת שאגיד לעינבאל אולי שניפגש בהמשך הסופש כי תכלס שישי שבת אין לי כלום וחמישי זה צפוף
lilach, מוצש אני עם המשפחה שלי במיתוס
lilach, כן מאמי אני אחשוב על משהו
lilach, גור אתה עוד ישן?
lilach, חיייים שלי איזה כיף שאתה סוף סוף ישן קצת ❤❤ אבל אני מתגעגעת 😘😘😘
lilach, גור
lilach, עשיתי תעודות
lilach, אני מתקלחת ומתקשרת
lilach, רגע גור יקח לי זמןןןן
lilach, הגיע עוד פקסים
lilach, סורי סורי אני אסיים הכל
lilach, ואתקשר
lilach, טוב מאמי
lilach, מאמי אני לא מבינה מה אתה רוצה ממני אין לי כלום אני שעה מסבירה לך
lilach, פשוט כואב לי לדבר
lilach, למה בעצבים תמיד
lilach, טוב
lilach, איךךךך משתנה אניייי שעה אומרת לך שכואב לי
lilach, אתה כאילו מתעלם מזה
lilach, זה לא תירוץ זה באמת כואב
lilach, אוף כמה אפשר להגיד
lilach, טוב בסדר עזוב מאמי אני עייפה זה סתם השעה אני באמת לא יודעת מה אתה רוצה ממני אצלי הכל טוב
lilach, לילה טוב מאמי 💜
lilach, בוקר טוב חיים שלי 💗
lilach, גור אני אוהבת אותך יהיה לי לחוץ היום ולא אספיק לדבר איתך מקווה שלא תקום מאוחר לא אמרת לי מתי להעיר אותך בכל מקרה שייהיה לך יום טוב מאמי שלי ❤❤❤
lilach, היייי מאמי שלי
lilach, איך ישנת?
lilach, טוב גור
lilach, סיימנו את המיונים
lilach, שיר הוציאה גימלים הלכה הביתה
lilach, כן
lilach, עמית כאן
lilach, היא הייתה רק אתמול בגימל
lilach, לא
lilach, טוב מאמי ❤
lilach, יצאתי מאמי
lilach, גוררררר שלי
lilach, עדיין לא מאמי
lilach, חשבתי להסתובב עם שיר גרושקה בקניון אבל האמת שאיבדתי כוחות
lilach, ובדרך ניזכרתי שגם יש לי לעשות תעודות
lilach, חחחחחחחחח לא לא עייפה אבל פשוט לא בא לי להסתובב בחוץ עכשיו
lilach, גשם וזה זורם לי לשבת בבית
lilach, להכין שוקו
lilach, שלך!
lilach, יואו מאמי יש לי פיפי
lilach, שוב
lilach, כן
lilach, עכשיו רק יורדת בעזריאלי
lilach, חחחחחחח כרגיל כבר
lilach, קיצור בשישי אני אלך שוב לקניון גם מצאתי כאן שמיכת פוך ליחיד
lilach, שהייתי בקניון כבר גיליתי ששכחתי אותו!
lilach, חחחחחחח כן איזה בושות בחיי
lilach, בעזריאלי
lilach, חחחח כן עכשיו יוצאת כמה דקות
lilach, בוקר טוב גור ❤❤
lilach, מאמי קיבלתי
lilach, גם לך גוררר שלייי
lilach, ❤
lilach, נראה לי אמא שלך כועסת עליי
lilach, כי היא כתבה לי שוב אם אני באה מחר לקידוש
lilach, והיא גם כתבה לי השבוע
lilach, וכתבתי לה שאני לא באה
lilach, נראה לי התבאסה עליי
lilach, אמרתי לה
lilach, כן מאמי עכשיו
lilach, יום קשוח
lilach, כן
lilach, כן בדיוק
lilach, כן אני גמורה
lilach, <‎image omitted>
lilach, לא
lilach, חחחח
lilach, דקה מתקשרת
lilach, גור
lilach, אני אוהבת אותך ❤
lilach, לא כל כך טוב
lilach, אני עייפה
lilach, תכף אשתה נס
lilach, חבל שאתה לא כאן היום
lilach, כן מאמי
lilach, גור שלי
lilach, יצאתי
lilach, לא מאמי הכל טוב
lilach, תודה חיים שלי
lilach, כל הכבוד גור קטן
lilach, לבשתי את המכנס השחור שלבשתי איתך
lilach, וחולצה חדשה שקניתי
lilach, לא שקופה
lilach, שחורה אטומה!
lilach, חחחחחחחחח
lilach, כן כן
lilach, ושמתי את הצמיד והשרשרת שקנית לע
lilach, חייים שלייי
lilach, ועשיתי מחליק
lilach, וזהו
lilach, חחחחחחחח גור קטןןןן
lilach, הלווואי
lilach, חייייים שלי
lilach, אני אוהבת אותך!!!!
lilach, <‎image omitted>
lilach, חחחחחחחחח כל שנה היא מכינה לי
lilach, כן
lilach, חחחחח בחזרה
lilach, כן גור
lilach, חחחחח טוב מאמי תודה ❤❤❤
lilach, <‎image omitted>
lilach, חחחחחחח נשבעת לך
lilach, חחחחחח
lilach, <‎image omitted>
lilach, כןן חחחחחח ☺💗❤
lilach, מאמי
lilach, ראית את הסרט הקיץ של אביה?
lilach, חחחחחח סרט על ילדה שעושה יום הולדת
lilach, ואף אחד לא מגיע
lilach, חחחחחחח כן
lilach, חחחחחחחח לא זה לא מצחיק
lilach, זה רק נשמע
lilach, חחחחחח 10
lilach, אה מאמי
lilach, חן לקחה לי את האייפון כדי שלא אהיה באייפון
lilach, כן
lilach, לא כי הייתי שיכורה
lilach, כי נתנו לי לשתותעארק
lilach, וזה היה מגעיל
lilach, משבעת
lilach, כאילו הביאו 10 צייסירים לשולחן
lilach, ושתיתי אחד
lilach, ואז הקאתי כי לא הצלחתי לדתות את זה
lilach, לא כי הייתי שיכורה
lilach, כי אכלתי מלא
lilach, מה למה שתיתי
lilach, כי לא ידעתי שזה מה שיהיה
lilach, בסדר אבל לא חשבתי שאקיא מזה
lilach, טוב
lilach, תודה
lilach, לא הייתי שיכורה אפילו זה היה איך שהגעתי
lilach, יואו התגוונתי שכולם הגיעו אז זה היה איך שהזמינו לשתות
lilach, לא שתיתי צייסרים
lilach, זה היה צייסר אחד
lilach, טוב
lilach, תמיד אתה עושה את זה שאני יוצאת
lilach, תקשיב באמת זה לא היה זה
lilach, טוב
lilach, יודע מה אין לי כוח
lilach, אתה לא מקשיב לי
lilach, כמו לדבר לקיר
lilach, מה זה למה הקאת
lilach, כי רציתי
lilach, מה זה השאלה הזאת
lilach, טוב
lilach, טוב
lilach, מה עושה
lilach, אתה מתחיל לא מבינה מה אתה רוצה ממני
lilach, כל יציאה שלי אתה חייב לעשות לי סרטים
lilach, תמיד
lilach, בחיים לא עיצבנתי אותך ככה שיצאת עם חברים
lilach, בטח שלא ביום הולדת שלך
lilach, עזוב לא משנה
lilach, יש לי יום הולדת!
lilach, ולא הקאתי כי שתיתי!
lilach, הקאתי בגלל צייסר אחד שעשה לי כאב בטן
lilach, זה הכל
lilach, מה אתה מגזים
lilach, לא שיכורה ולא כלום
lilach, ישר אתה תמיד עושה בלאגן
lilach, אבל אתה לא מבין שאני לא שיכורה!!!!
lilach, אתה כאילו לא מתייחס למה שאני כותבת!
lilach, סבבה אז למה לעשות סרט עכשיו
lilach, למה להוציא את החדר
lilach, החשק
lilach, אתה יודע שגרוע כאן
lilach, לפחות אל תרב
lilach, תריס
lilach, תריב
lilach, תודה
lilach, היה טוב
lilach, מה הקשרבין זה לבין זה ששעה אתה רב איתי
lilach, הקאתי כי אכלתי עם ענבל ושתיתי צייסר שיחה
lilach, דוחה
lilach, אמרתי לך את זה על ההתחלה
lilach, והמשכת לצאת עליי
lilach, אל תשחק אותה פתאום לא ידעתי
lilach, טוב
lilach, הגעתי לילה טוב
lilach, ברור שאני גם אוהבת אותך מה אתה מגזים
lilach, קשה לי לא לישון איתך
lilach, למרות שאתה מעצבן
lilach, בא לי חיבוק
lilach, ולהעיר אותך בבוקר
lilach, כי הדלת שלי פתוחה ואמא שלי מדברת איתי
lilach, גם אני
lilach, קצת
lilach, חחחחחחחחחחח
lilach, בא לי גם להציק לך
lilach, גם אני אוהבת אותך גור
lilach, חחחחחחחחח כן
lilach, למדת?
lilach, או שלא הצלחת?
lilach, 😔
lilach, תתחיל ללמוד מאמי
lilach, אתה צודק מאמי
lilach, כן גור
lilach, טוב מאמי אני קמה להתארגן על עצמי
lilach, תתעורר גם
lilach, לא מאמי אני רוצה קצת להיות עם המשפחה שלי בבית בקידוש
lilach, מחכה גם
lilach, טוב גור
lilach, היי
lilach, מה קורה
lilach, קניתי דברים אחרונים שהייתי צריכה לבסיס
lilach, קצת סידורים עם אבא שלי
lilach, כן
lilach, אוכלת את העוגה של אמא של יולי
lilach, הכי טעימה בעולם
lilach, חחחחחחח כן
lilach, קניתי טונה וקורנפלקס של פיטנס גרביים פוך ליחיד וחטיפי אנרגיה וגומיות לשיער
lilach, ודורדרנט חחח
lilach, ולובלו שקוף
lilach, מה איתך
lilach, מה עשית עד כה
lilach, מה עם ללמוד
lilach, בערב ההורים שלך באים ולא תלמד
lilach, כן מאמי אז שנייה אני רק רוצה לאכול ואני אתקשר
lilach, למה
lilach, בסדר עבר
lilach, בסדר תתנחם הייתי מבואסת כבר הרבה לפני תיכננתי לבכות לך שאחזור הביתה בכל מקרה
lilach, גם אני אוהבת אותך מאמי
lilach, כן
lilach, כן
lilach, מה קורה חיים שלי
lilach, בסדר התקלחתי
lilach, אני אחרי הקידוש יתחיל לארוז קצת מה שאפשר
lilach, הן רוצות לצאת היום
lilach, מה איתך?
lilach, למדת ?
lilach, ההורים שלך כבר בדרך?
lilach, אה יופי
lilach, התגעגעתי אלייך
lilach, אני אוהבת אותך
lilach, חחחחח תמסור דש
lilach, בטעות התקשרתי
lilach, עדיין כתוב על הלוח מה שכתבתי??
lilach, חיים שלי
lilach, אתה חסר לי
lilach, התבאסת?
lilach, אני אוהבת אותך הכי בעולם
lilach, מאמי תודה על איך שהשקעת לי ביום הולדת ❤❤❤❤
lilach, אף פעם לא השקיעו בשבילי ככה
lilach, אתה הגור הקטן שלי ורק שלי
lilach, רק שלי!
lilach, בא לי להיות איתך עכשיו
lilach, חחחחחחח כן תגיד להם שאני חסרה לך גור קטן קטן שליייייי
lilach, חחחחחחח כתבתי לנעמי ולנוי תודה
lilach, על כל העוגות
lilach, חחחחחחחחח בינתיים נשאר גור
lilach, מקווה שעד שתגיע ישאר
lilach, חחחחחחחחחחחח
lilach, מאמי לא אני לא רושמת את זה
lilach, חחחחחחחחחחח
lilach, מה סרט מאמיייי לא למדת
lilach, מי הולךךךך
lilach, חחחחחח איזה סרט?
lilach, מה מאמי אתם בתקופת מבחנים
lilach, חיים שלי לא להזניח
lilach, אתה בסוף
lilach, והסוף הכי חשוב תן פוש אחרון
lilach, תלמד אליו טוב מאמי תגיע מוכן!
lilach, מבחן ביום הולדת שלי אתה חייב לקבל מאה
lilach, אם נתתי לך עוד להישאר בבאר שבע
lilach, חחחחחחחח פחות מ90 אתה לא נכנס למשקוף של החדר שלי
lilach, חחחחחח עכשיו מחכים לאבא אמור לחזור כל רגע
lilach, מחחחחחיחח
lilach, יואו למה שוב גור
lilach, למה אתה לא אוכל
lilach, אתה גור קטן אתה חייב לאכול
lilach, חחחחחחחחחחח
lilach, חחחחחחחחח
lilach, חיים שלי
lilach, גורררררררר
lilach, היי גור
lilach, יואו
lilach, איך אני לא שם
lilach, אוף
lilach, חחחח היה כיף אגם הייתה
lilach, לא יודעת עדיין עוד לא דיברנו שוב
lilach, אחרי הקידוש נדע
lilach, יואו
lilach, אבל לא היא הכינה
lilach, היא הכינה?
lilach, אה אז מה הבעיה לקנות
lilach, אוי
lilach, יאללה
lilach, לקנות אני אקנה לך מיליונים אין לי בעיה
lilach, נעלבתי
lilach, חחחחחחח יופי גור
lilach, כן מבטיחה
lilach, אבל אורן מחר בא
lilach, אז לא מבטיחה חחחח
lilach, חחחחחח לא מאמי אבל אני רוצה שהוא יאכל גם
lilach, חחחחחחחחח אבל נשאר ממש קצת אז אם הןא ירצה
lilach, חחחחחחח לא מאמי אבל אני רוצה שהוא יטעם גם
lilach, חחחחחחחח טוב גור אל תדאג בקיצור
lilach, יהיה בסדרר
lilach, גור שלי
lilach, כבר אכלתם?
lilach, יופי מאמי
lilach, אני מתגעגעת אלייך
lilach, איזה גורררררררר!!!!!!!!
lilach, גור קטן שליייייייי
lilach, מאמי קטן
lilach, שירן עכשיו התקשרה אליי ואמרה לי לבקש גלולות מהצבא
lilach, כן היא אמרה לי בטח את ונאור מקיימים
lilach, אז זה חשוב
lilach, ולבקש
lilach, כבר הייתי אמורה להתחיל שלשום כי קיבלתי
lilach, ומתחילים את זה מהיום הראשון של המחזור
lilach, לא אי אפשר סתם פתאום
lilach, אבל אני עדיין מפחדת מזה אז אחכה למחזור הבא
lilach, מאמי בא לי להיות איתך
lilach, בא לי לישון אצלך פעם אחת בבאר שבע
lilach, יואו מאמי בא לי גם
lilach, אני אבוא אלייך ככה עם המדים והתיק והכל
lilach, ותחכה לי בתחנה
lilach, ואני אתקלח אצלך
lilach, ואתה תלמד ואני אכין לכם לאכול לכולם
lilach, איזה כיף איך בא לי
lilach, אני גם מתגעגעת מאוד מאמי
lilach, איך בא לי גם להיות
lilach, כןןןןןן
lilach, מאמי אני רוצה לישון אצלך בראשון
lilach, ואז נלך ביחד לרכבת
lilach, אני אגיד לה מחר
lilach, כן אנסה
lilach, <‎image omitted>
lilach, ראית איזה חמודות
lilach, הן הביאו לי בלונים
lilach, ישנתי והן נכנסו עם בלונים ועוגה
lilach, כן
lilach, חחחחחח כן מאמי לא צריך כבר קיבלתי מספיק עוגות
lilach, כן מאמי היה מהמם
lilach, בזכותך
lilach, חחחחחחחחחח
lilach, גור שלי
lilach, עומדת להירדם וחושבת להבריז חחחח
lilach, בר
lilach, שחף עדי טל וגל
lilach, יואו מאמי בא לי לישון הן ממש בעד היציאה
lilach, חחחחחחחח בוקר טוב חיים שלי ❤
lilach, טוב התחלתי לארוז בינתיים דברים שאני כבר יכולה וכבר מילאתי את התיק הגדול שלי 😯
lilach, <‎image omitted>
lilach, כןןןן גור
lilach, בבית מאמי
lilach, זה מלונדון
lilach, חחחחחח כן
lilach, כן שמתי לב גור
lilach, כי פחדתי שהיא קמה מהרעש
lilach, אז כבר נירדמתי גם
lilach, גור קטן
lilach, גם אני מתגעגעת חיים שלי!
lilach, לא
lilach, כי חן עם מעוז וטל עם חברות מהצבא
lilach, ונוי עם שחר
lilach, הלוואי מאמי
lilach, מאמי אני הולכת
lilach, עם שיר סעדון ואור דניאל ורון כהן וליאל
lilach, לטייל
lilach, נו ליאל ההוא אבל די
lilach, די מאמי אני לבד בבית משעמם לי וזה היה גם ממזמן
lilach, מה אני אשמה שכל דבר מפריע לך?!?!
lilach, אתה כל הזמן רוצה שני אשב בבית
lilach, אפילו שרציתי להזמין ליום הולדת שלי בנים שהם חברים שלי אתה עשית לי פרצופים!
lilach, די אני כם בן אדם אתה בלימודים אני לא בלימודים
lilach, אני רוצה לטייל
lilach, וזה לא איתו!
lilach, ואל תעשה סיפור!
lilach, זה לא כמו שאתה עושה את זה
lilach, די תמיד לחסום אותי
lilach, תמיד תמיד אתה מוצא איך להרוס לי כל פעם שאני יוצאת מהבית בלעדייך
lilach, כל פעם משהו אחר מפריע לך
lilach, יש שם עוד 4 אנשים!
lilach, די עם הסרט די
lilach, תמיד מפריע לך תמידדדדד!!!!
lilach, כל יציאה שלי נגמרת בריב איתך
lilach, בחיים לא עשיתי לך שום קטע כזה בחיים
lilach, ואתה כל יציאה לי מוצא איך להרוס
lilach, תמיד
lilach, <‎audio omitted>
lilach, כי יש אנשים באוטו!
lilach, די נמאס לי לריב איתך מול אנשים
lilach, של שיר!
lilach, באוטו עם שיר
lilach, אני לא מדברת איתה בוואטספ
lilach, כי היא אמרה לי לרדת
lilach, יואו מי משקר!!!!!!!!!
lilach, דיייייי
lilach, כי כל דבר שאני עושה מפריע לך!
lilach, די
lilach, אני לא מדברת איתך עכשיו
lilach, זה לא אותו דבר!!!!
lilach, שכבתם חמש שנים ולא שמת עלייה
lilach, ליאל חבר בחבורה שלנו!
lilach, זה לא שסתם יצאתי רק איתו
lilach, טוב די ני לא רבה איתך
lilach, אני עם חברים באוטו
lilach, אני חושבת שפשוט חא אכפת לך אם הייתי יושבת היום כל היום בבית
lilach, אתה תעדיף שאני לא אלך איתם ויהיה מבואסת בבית
lilach, כאילו מי ישמע מה אני עושה שם
lilach, אז מה אתה מעדיף?
lilach, שהייתי הולכת איתם או שאני הייתי נשארת בבית?
lilach, מה היית מעדיף תגיד את האמת
lilach, אל תשקר לעצמך
lilach, אז די עם זה כבר אין לי בעיה שאתה מקנא קצת וזה חמוד אבל אתה כבר מגזים
lilach, אתה כועס עליי על כל דבר
lilach, אתה יוצא עליי במהירות שלא ראיתי כזה דבר בחיים
lilach, אני כבר אומרת לך משהו וישר בורחת כי אתה כמו פצצה מתקתקת גם אי אפשר לעצור אותך
lilach, אני מבינה ואני רואה וכן אכפת לי אבל אתה תמיד מגזים
lilach, אתה תמיד כועס בהגזמה
lilach, אני תמיד מפחדת להגיד לך דברים
lilach, ואני לא מסתירה כלום ולא משקרת כי הבטחתי לך שאני לא יעשה את זה
lilach, אבל אתה תמיד תמיד יוצא עליי
lilach, די לא רוצה להבין נמאס לי
lilach, לא יצאתי איתם פעם אחת מאז שהיינו חברים פעם אחת ואלה אנשים שהייתי יוצאת איתם כל הזמן כל יום כל שנייה בחיי הייתי מדברת איתם בלי הפסקה
lilach, התרחקתי מכולםםםםם
lilach, רק בשבילך
lilach, ואתה אומר לי
lilach, שאני לא עושה בשבילך כלום
lilach, הבנתי בהתחלה שזה מפריע לך
lilach, אמרתי בהדרגה
lilach, לא היית צריך לבקש!
lilach, הבנתי שלא מתאים הקשר שהיה לי איתם
lilach, היה לי איתם קשר לפני שהייתי חברה שלך שלא ידעת עליו הייתי איתם 24/7 תשאל כל אחת מהחברות שלי
lilach, לא הייתי יוצאת איתן בכלל
lilach, אתה לא רואה שהן לא כאן שכל סופש כל אחת בתחת של עצמה
lilach, אז די לעשות לי סרט על כל דבר זה מרגיש כאילו אי אפשר לנשום בלי שתצרח עליי
lilach, אני רוצה שאם אני יושבת איתם פעם בכמה זמן
lilach, שזה לא יהיה כזאת דרמה
lilach, הם חברים שלי
lilach, כיף לי איתם
lilach, וזה חסר לי
lilach, לא ביקשתי שזה לא יפריע לך
lilach, ביקשתי שלא תגיב ככה
lilach, לא צעקתה
lilach, ?
lilach, תקרא שוב את השיחות
lilach, אמרתי לך בוא לוואטספ והתחלת לצעוק עליי
lilach, די אתה יוצא במהירות שיא אתה לא שם לב לזה
lilach, אתה לא אשם
lilach, אני רואה את הצד שלך
lilach, אבל אי אפשר לדבר ככה
lilach, ישר אני צועקת בחזרה כי אתה מתקיף
lilach, אני לא מנסה להבין כי אתה ישר צורח וזה מרגיז
lilach, אני לא אומרת שאתה לא צודק גם
lilach, אני חושבת שאפשר פשוט לדבר על זה
lilach, אתה תוקף!
lilach, אבל אני לא נרגעת
lilach, זה כבר מרגיז
lilach, כל פעם ככה
lilach, יום חמישי הרגעתי
lilach, תמיד אני מרגיעה
lilach, קיצור טוב אני עם המשפחה שלי במסעדה
lilach, טוב
lilach, בדרך הביתה
lilach, פספסת שלא באת
lilach, לגמרי
lilach, העיקר שתלמד ותצליח
